ID,enforcement_cond,speed_cond,risk_pullover,ambiguity,intent_speed,unsafety,tcost,ftpain,validDL,speedfreq,avgspeed,hwydrive,psttickets,policed,texting,aggressive,accidents,impulsive,male,age,white,employed,state,id
915,Reduced Enforcement,76,5,2,90,2,90,4,yes,3,75,daily,1,yes,1,less aggressive,5,2.75,female,43,0,employed,Texas,404
1046,Reduced Enforcement,76,0,1,100,1,50,4,yes,3,60 mph,weekly,1,no,1,less aggressive,1,2.5,male,27,1,employed,Chris,405
432,Reduced Enforcement,82,40,2,40,1,200,2,yes,2,75,monthly,2,yes,2,about same,4,1.5,male,26,1,employed,Virginia,406
920,Reduced Enforcement,82,15,3,0,4,150,3,yes,2,75,weekly,1,no,1,more aggressive,5,2,female,39,1,employed,Connecticut,407
686,Reduced Enforcement,82,20,3,55,2,250,3,yes,4,77,monthly,1,no,1,about same,6,2,female,45,1,employed,Missouri,408
935,Increased Enforcement,82,40,3,50,3,100,2,yes,3,76,weekly,1,yes,1,about same,5,3,male,60,1,employed,Ohio,409
551,Increased Enforcement,82,30,4,50,2,70,3,yes,2,75,monthly,1,no,1,less aggressive,4,1.5,male,29,1,unemployed,Illinois,410
1090,Reduced Enforcement,82,8,5,2,4,500,3,yes,2,75,weekly,1,no,2,less aggressive,5,1.75,female,28,1,unemployed,Ca,411
296,Increased Enforcement,82,0,2,75,2,150,3,yes,2,75,monthly,1,no,1,less aggressive,4,2.75,male,29,1,employed,North Carolina,412
1009,Reduced Enforcement,82,30,3,20,4,150,3,yes,2,74,weekly,2,no,1,less aggressive,4,1.75,male,33,0,employed,Texas,413
616,Reduced Enforcement,82,90,3,80,3,150,3,yes,4,120,rarely,5,no,1,more aggressive,5,3.25,male,25,1,employed,Ohio,414
557,Increased Enforcement,82,80,2,80,2,80,1,yes,3,82,monthly,3,no,3,about same,4,4,male,30,0,employed,Texas,415
256,Increased Enforcement,82,65,3,78,4,4500,4,yes,3,85,weekly,3,yes,3,about same,5,2,male,60,0,employed,Connecticut,416
215,Reduced Enforcement,82,0,1,100,2,200,2,yes,2,75,daily,1,no,1,about same,1,1,male,25,1,employed,Florida,417
53,Reduced Enforcement,82,75,2,40,2,100,4,yes,2,50,weekly,3,yes,2,about same,5,4,female,25,1,employed,Connecticut,418
663,Increased Enforcement,82,50,1,40,1,500,5,yes,2,50,weekly,2,yes,4,more aggressive,1,1.5,female,62,0,employed,maryland,419
781,Increased Enforcement,82,40,3,100,2,350,4,yes,5,90,daily,1,no,1,more aggressive,4,1.75,female,46,1,employed,Pennsylvania,420
146,Reduced Enforcement,82,1,1,99,1,129,1,yes,2,75,monthly,1,no,1,about same,5,2,male,49,1,employed,Maine,421
545,Increased Enforcement,82,50,5,20,4,100,4,yes,1, ,monthly,1,no,1,less aggressive,1,1.5,female,28,1,employed,Alabama,422
766,Reduced Enforcement,82,5,2,85,2,200,2,yes,2,80,daily,2,yes,2,about same,5,1.5,female,42,1,employed,North Carolina,423
223,Reduced Enforcement,82,60,2,50,3,5000,3,yes,2,40,weekly,2,no,1,about same,5,3.25,male,26,1,employed,KY,424
927,Reduced Enforcement,82,20,3,90,2,100,3,yes,4,78,rarely,1,no,1,more aggressive,4,1.75,female,30,1,employed,Minnesota,425
148,Reduced Enforcement,82,20,2,100,2,200,4,yes,2,74,weekly,3,no,2,about same,1,3,male,31,1,employed,New York,426
615,Increased Enforcement,82,10,4,10,2,50,2,yes,3,74,never,1,no,1,less aggressive,4,2.5,male,59,1,unemployed,Minnesota,427
264,Reduced Enforcement,82,65,2,10,4,500,2,yes,2,75,monthly,1,no,1,less aggressive,6,1.5,male,29,1,employed,DC,428
977,Reduced Enforcement,82,20,3,10,4,250,3,yes,2,75,rarely,1,no,1,less aggressive,4,1.5,female,31,1,employed,Colorado,429
857,Increased Enforcement,82,20,4,50,3,120,3,yes,2,70,monthly,2,no,3,less aggressive,5,3.5,female,33,1,employed,KY,430
495,Reduced Enforcement,82,82,1,82,3,191,2,yes,2,60,weekly,4,yes,5,more aggressive,6,4.5,male,30,1,employed,11233,431
55,Increased Enforcement,82,70,3,35,3,250,4,yes,3,80,weekly,3,no,4,more aggressive,5,2.25,male,29,0,employed,tn,432
212,Reduced Enforcement,82,90,1,80,1,90,2,yes,5,120,daily,3,yes,5,about same,4,2,male,27,0,employed,georgia,433
1023,Reduced Enforcement,82,50,4,20,3,50,5,no,2,80mph,rarely,1,no,2,less aggressive,4,3,male,23,0,employed,Oregon,434
777,Reduced Enforcement,82,10,1,50,2,120,3,yes,2,60,rarely,4,no,1,about same,1,1.5,female,34,1,employed,Virginia,435
164,Reduced Enforcement,82,60,5,40,4,250,2,yes,3,75,weekly,1,no,2,about same,1,1,female,25,1,employed,New York,436
624,Increased Enforcement,82,82,1,82,1,1,5,yes,1,100,daily,1,yes,5,more aggressive,6,3,female,34,0,employed,America,437
535,Increased Enforcement,82,25,2,50,2,250,1,yes,2,75,daily,2,no,1,about same,5,1.5,male,39,1,employed,North Carolina,438
1069,Reduced Enforcement,82,10,4,75,2,250,4,yes,4,80,daily,1,yes,2,about same,5,2.25,male,28,0,employed,Tennessee,439
428,Increased Enforcement,82,75,1,80,4,135,2,yes,4,77,weekly,2,no,2,less aggressive,4,2.75,male,29,1,employed,Ohio,440
41,Increased Enforcement,82,50,4,0,4,200,3,yes,2,75,weekly,1,no,1,about same,4,1,female,48,1,employed,Arizona,441
993,Reduced Enforcement,82,30,3,70,4,100,2,yes,3,75,monthly,2,no,1,less aggressive,4,2.75,male,36,1,employed,Ohio,442
316,Increased Enforcement,82,25,3,1,4,125,4,yes,2,74,monthly,2,yes,1,about same,4,5,male,65,1,employed,New Jersey,443
101,Increased Enforcement,82,60,3,30,4,100,3,yes,2,75,monthly,5,yes,2,less aggressive,5,3.75,female,23,1,unemployed,PA,444
138,Increased Enforcement,82,82,2,82,3,1,1,yes,2,82,daily,2,yes,4,about same,5,2.5,male,29,1,employed,oa,445
662,Increased Enforcement,82,40,3,50,3,75,1,yes,3,75,monthly,1,yes,2,about same,1,3.75,female,39,0,employed,Massachusetts,446
676,Increased Enforcement,82,60,3,50,3,120,3,yes,2,80mph,monthly,3,yes,2,less aggressive,4,4,male,51,0,employed,Maryland,447
76,Reduced Enforcement,82,3,3,15,3,300,3,yes,4,76,weekly,2,no,2,about same,4,1,male,29,1,employed,Wisconsin,448
621,Increased Enforcement,82,50,3,10,4,125,2,yes,4,75,monthly,1,no,1,about same,1,2.75,female,28,1,unemployed,Pennsylvania,449
657,Increased Enforcement,82,8,3,5,4,50,2,yes,2,65,rarely,3,no,1,less aggressive,5,1,male,41,1,employed,Maryland,450
678,Reduced Enforcement,82,10,1,70,3,400,4,yes,2,80,weekly,2,yes,1,about same,4,2,male,29,0,employed,California,451
622,Reduced Enforcement,82,5,3,0,3,150,3,yes,3,75,weekly,1,no,1,less aggressive,5,1.5,male,49,1,unemployed,Idaho,452
162,Reduced Enforcement,82,50,3,50,3,1000,3,no,1,75,never,1,no,1,about same,4,3,male,33,1,employed,California,453
652,Reduced Enforcement,82,10,2,100,1,150,3,yes,4, ,weekly,3,no,2,more aggressive,6,2.75,male,51,0,employed,Arkansas,454
81,Increased Enforcement,82,10,1,75,2,200,3,yes,5,78,daily,1,no,1,about same,4,1.75,male,25,1,employed,Indiana,455
345,Reduced Enforcement,82,90,2,92,1,300,4,yes,4,70,monthly,3,yes,4,about same,6,4.25,male,38,1,employed,ARKANSAS,456
252,Reduced Enforcement,82,82,2,82,2,600,2,yes,2,1.467,monthly,2,no,2,about same,4,4,male,30,1,employed,florida,457
889,Reduced Enforcement,82,82,1,85,4,200,5,yes,2,75,rarely,4,yes,5,about same,4,1.5,male,32,0,employed,ohio,458
353,Reduced Enforcement,82,55,3,60,2,85,3,yes,2,75,daily,1,no,1,about same,5,3.5,male,45,1,employed,Texas,459
600,Increased Enforcement,82,60,2,0,4,250,2,yes,1,74,rarely,1,no,1,less aggressive,4,1.25,male,33,1,employed,Tx,460
1138,Increased Enforcement,82,70,2,10,3,175,5,yes,5,76,weekly,1,no,2,less aggressive,5,4,male,42,1,employed,Ohio,461
15,Reduced Enforcement,82,7,3,62,2,200,3,yes,4,75,daily,1,no,1,less aggressive,6,1,male,43,1,employed,Missouri,462
810,Reduced Enforcement,82,10,3,50,4,150,2,yes,2,75,weekly,1,yes,1,more aggressive,6,2.5,male,36,1,employed,Louisiana,463
1016,Reduced Enforcement,82,25,4,5,4,300,4,yes,1,70,monthly,1,no,1,less aggressive,4,1.5,female,40,0,employed,New York,464
816,Reduced Enforcement,82,40,4,0,5,120,4,yes,2,77,rarely,1,no,1,less aggressive,5,1,female,67,1,employed,Florida,465
519,Reduced Enforcement,82,5,1,65,2,50,2,yes,4,80,weekly,1,no,2,less aggressive,1,2.25,female,19,0,unemployed,Tennessee,466
234,Reduced Enforcement,82,2,3,15,3,240,2,yes,2,75,monthly,1,no,1,less aggressive,1,1.25,male,47,1,employed,Florida,467
386,Reduced Enforcement,82,20,1,10,4,300,3,no,1, ,rarely,1,no,1,less aggressive,1,1.25,female,24,1,unemployed,Tennessee,468
1043,Increased Enforcement,82,50,4,0,4,120,3,yes,1,n/a,weekly,1,no,1,less aggressive,4,2.5,male,55,1,employed,New Jersey,469
610,Reduced Enforcement,82,50,4,20,4,400,3,yes,2,75,monthly,1,no,1,about same,1,2.25,female,23,1,unemployed,New York,470
1010,Reduced Enforcement,82,20,5,0,4,500,4,yes,2,75,daily,1,no,1,less aggressive,4,2,female,28,0,employed,Pennsylvania,471
609,Increased Enforcement,82,2,4,10,2,120,3,yes,4,79,weekly,1,yes,1,about same,5,1.25,male,40,1,employed,Georgia,472
634,Reduced Enforcement,82,10,4,30,3,250,2,yes,3,80,monthly,1,no,2,less aggressive,5,2,male,36,1,unemployed,Mississippi,473
118,Increased Enforcement,82,10,2,75,2,80,1,no,1,n/a,rarely,1,no,1,less aggressive,4,1,female,22,1,employed,Pennsylvania,474
1085,Increased Enforcement,82,60,3,0,4,250,5,yes,2,75,weekly,1,no,1,about same,5,1.25,female,55,0,unemployed,Maryland,475
827,Increased Enforcement,82,30,2,65,3,100,3,yes,3,75,daily,2,no,1,less aggressive,4,1.5,male,30,1,employed,Missouri,476
904,Reduced Enforcement,82,35,3,50,3,250,4,yes,3,80,rarely,1,no,2,about same,4,2.75,female,30,1,employed,FL,477
78,Reduced Enforcement,82,5,5,3,2,300,5,yes,4,75,monthly,1,no,2,about same,5,2,male,53,1,unemployed,New York,478
954,Increased Enforcement,82,0,1,100,1,500,4,yes,2,75,weekly,1,no,1,about same,5,1,male,39,0,employed,California,479
911,Reduced Enforcement,82,1,1,95,2,250,2,yes,2,75,weekly,1,no,2,less aggressive,5,1.5,male,53,1,employed,Florida,480
786,Reduced Enforcement,82,30,4,10,3,200,4,yes,2,75,monthly,1,no,1,about same,5,1.25,female,37,0,unemployed,Indiana,481
539,Increased Enforcement,82,20,2,20,2,200,3,yes,2,75,monthly,1,no,1,less aggressive,1,1.5,female,22,1,employed,Pennsylvania,482
888,Increased Enforcement,82,85,2,65,3,100,5,yes,3,75,rarely,1,no,1,less aggressive,1,1.75,male,31,1,employed,Massachusetts,483
599,Increased Enforcement,82,10,1,100,2,300,4,yes,4,77,daily,1,no,1,about same,4,2.5,female,60,1,employed,Mississippi,484
71,Reduced Enforcement,82,10,3,0,3,200,3,yes,2,74,rarely,1,no,2,less aggressive,5,3.25,female,46,1,unemployed,Nevada,485
379,Reduced Enforcement,82,30,4,70,3,200,4,yes,3,75,weekly,2,no,1,about same,5,1.5,female,25,1,employed,Texas,486
170,Increased Enforcement,82,10,3,0,5,250,5,yes,4,77,rarely,1,no,1,about same,1,2.5,female,60,1,employed,North Carolina,487
282,Increased Enforcement,82,50,1,50,1,50,5,yes,2,100,daily,4,yes,5,more aggressive,1,4.75,male,29,0,employed,john,488
368,Increased Enforcement,82,25,3,5,3,125,3,yes,2,75,monthly,1,no,1,more aggressive,5,2.25,male,64,1,employed,California,489
928,Increased Enforcement,82,15,1,75,2,100,3,yes,4,80,daily,1,no,1,less aggressive,1,2.25,female,26,0,employed,Illinois,490
1163,Increased Enforcement,82,50,5,40,2,800,5,yes,1,0,weekly,1,no,2,less aggressive,1,2,female,28,0,employed,new york,491
4,Reduced Enforcement,82,80,4,75,2,25,3,yes,2,75,weekly,1,yes,4,less aggressive,5,3.25,female,30,1,employed,GA,492
566,Increased Enforcement,82,50,3,0,4,100,4,yes,1,75,monthly,1,no,1,less aggressive,5,1.25,female,59,1,employed,South Dakota,493
395,Increased Enforcement,82,75,3,40,4,220,3,yes,2,120,weekly,3,yes,2,about same,4,2.5,male,28,1,employed,NEWYORK,494
163,Increased Enforcement,82,90,2,100,2,216,2,yes,2,100,monthly,1,no,2,less aggressive,4,2,male,25,0,employed,California,495
754,Reduced Enforcement,82,25,2,30,2,300,3,yes,2,75,rarely,1,no,1,less aggressive,5,1.75,female,65,0,employed,Nevada,496
828,Reduced Enforcement,82,15,2,75,2,225,2,yes,2,75,monthly,1,no,1,about same,4,1.5,male,55,1,employed,Michigan,497
389,Reduced Enforcement,82,10,1,0,1,80,1,yes,2,75,daily,2,no,2,less aggressive,5,1.75,male,34,1,employed,Iowa,498
20,Reduced Enforcement,82,100,3,100,2,50,3,yes,3,80,monthly,3,yes,5,more aggressive,6,3,male,36,0,employed,oh,499
906,Increased Enforcement,82,50,2,5,2,150,1,yes,4,75,daily,1,yes,1,less aggressive,5,3.5,male,35,1,employed,New York,500
814,Increased Enforcement,82,35,1,0,2,250,1,yes,3,72,rarely,1,no,1,less aggressive,4,1.25,male,42,0,employed,Georgia,501
288,Reduced Enforcement,82,20,1,80,1,100,2,yes,4,80,monthly,1,no,1,less aggressive,1,4.25,male,35,1,employed,Oregon,502
205,Increased Enforcement,82,10,1,100,1,100,3,no,1,90,rarely,3,no,1,less aggressive,1,3.5,male,27,0,employed,florida,503
77,Increased Enforcement,82,20,3,50,2,50,2,yes,2,78,weekly,1,no,1,less aggressive,4,3,female,32,1,unemployed,Utah,504
74,Reduced Enforcement,82,60,2,30,2,10000,3,yes,2,10,weekly,1,no,1,about same,4,3,male,26,1,employed,IL,505
131,Increased Enforcement,82,82,1,85,2,5,3,yes,2,40,weekly,3,yes,4,more aggressive,5,4.5,male,61,1,employed,Texas,506
708,Increased Enforcement,82,25,3,75,2,350,5,yes,2,80,daily,1,no,1,less aggressive,1,1,female,42,1,unemployed,CA,507
1204,Increased Enforcement,82,1,1,0,3,120,4,yes,1, ,rarely,1,no,1,less aggressive,1,2.5,female,25,1,unemployed,Florida,508
426,Reduced Enforcement,82,0.5,2,55,3,225,3,yes,2,77,weekly,1,no,1,less aggressive,1,2,male,32,1,employed,Massachusetts,509
1132,Reduced Enforcement,82,15,4,0,3,75,1,yes,2,72,rarely,1,no,1,less aggressive,5,1,male,55,1,unemployed,new hampshire,510
858,Increased Enforcement,82,50,1,60,2,100,2,yes,4,10,monthly,1,no,1,more aggressive,4,1.75,male,27,1,employed,Florida,511
674,Increased Enforcement,82,40,3,20,4,350,4,yes,1,70,rarely,1,no,1,less aggressive,4,1.75,female,69,1,unemployed,New York,512
417,Reduced Enforcement,82,70,2,65,4,200,4,yes,2,60,rarely,5,yes,2,about same,6,3,male,38,0,employed,ARIZONA,513
391,Increased Enforcement,82,85,2,0,5,200,1,yes,1, ,weekly,1,no,1,less aggressive,4,1,female,60,1,employed,Missouri,514
243,Increased Enforcement,82,90,1,80,2,80,3,yes,1,90,weekly,2,no,5,about same,4,1.75,female,41,0,employed,LA,515
655,Increased Enforcement,82,85,3,65,2,110,4,yes,3,80,monthly,3,no,2,about same,6,2,female,30,1,unemployed,Ohio,516
724,Increased Enforcement,82,30,4,20,3,300,3,yes,2,74,monthly,1,no,1,less aggressive,5,1.75,female,49,1,unemployed,Texas,517
1135,Increased Enforcement,82,82,4,45,2,300,3,yes,2,40,monthly,3,no,3,about same,5,2,female,49,0,employed,michigan,518
854,Increased Enforcement,82,0,1,100,1,250,3,yes,2,75,rarely,2,no,1,about same,5,1.75,male,65,1,unemployed,Florida,519
1129,Increased Enforcement,82,50,3,0,4,150,3,yes,1, ,rarely,1,no,1,less aggressive,4,3.25,female,40,1,employed,IL,520
998,Increased Enforcement,82,2,3,50,2,150,2,yes,2,77,weekly,1,no,2,less aggressive,5,3,male,33,1,employed,WA,521
277,Reduced Enforcement,82,20,3,55,2,150,2,yes,2,75,rarely,1,no,1,about same,1,2.25,female,37,1,employed,New Jersey,522
140,Reduced Enforcement,82,82,2,80,1,150,2,yes,4,60,weekly,4,no,5,about same,1,3.5,male,30,1,employed,California,523
546,Reduced Enforcement,82,20,3,5,3,200,4,yes,2,75,monthly,1,no,1,about same,4,2,female,36,1,employed,Arizona,524
359,Reduced Enforcement,82,50,3,10,4,100,3,yes,2,75,rarely,1,yes,1,less aggressive,4,3.75,female,57,1,employed,Michigan,525
29,Reduced Enforcement,82,80,3,80,5,1500,3,yes,3,12,monthly,3,yes,3,about same,4,4.5,male,18,0,employed,IDAHO,526
1131,Reduced Enforcement,82,40,3,85,2,300,3,yes,3,10,rarely,1,yes,1,less aggressive,4,2.25,male,24,0,employed,Arizona,527
863,Reduced Enforcement,82,10,2,0,2,200,2,yes,1, ,daily,1,no,1,less aggressive,5,1,female,58,1,employed,Louisiana,528
658,Reduced Enforcement,82,5,1,88,1,60,5,yes,3,75,rarely,1,no,1,less aggressive,6,2.25,male,53,0,employed,Illinois,529
750,Reduced Enforcement,82,80,1,20,4,5,1,yes,2,100,monthly,3,no,1,about same,6,2.25,male,28,1,employed,utah,530
999,Increased Enforcement,82,85,1,0,3,250,2,yes,3,75,weekly,1,no,1,less aggressive,4,2.25,male,65,1,employed,Connecticut,531
846,Reduced Enforcement,82,50,1,50,2,500,5,yes,5,70,daily,5,yes,1,less aggressive,1,3,female,37,1,employed,FL,532
1011,Increased Enforcement,82,30,2,20,2,100,3,yes,3,100,weekly,2,yes,1,about same,1,2.25,female,26,0,employed,Texas,533
281,Increased Enforcement,82,75,4,60,3,10,3,yes,2,80,monthly,3,yes,3,about same,5,3.5,male,47,1,employed,Illinois,534
1039,Increased Enforcement,82,85,1,82,2,1,5,yes,2,MPH,weekly,5,yes,4,more aggressive,5,4.5,female,37,0,employed,MS,535
180,Increased Enforcement,82,35,4,5,3,200,4,yes,2,74,rarely,1,no,1,about same,4,2.5,male,44,1,unemployed,Montana,536
517,Reduced Enforcement,82,20,4,15,4,200,4,yes,2,75,monthly,1,no,2,about same,6,2,female,32,0,employed,Massachusetts,537
245,Reduced Enforcement,82,60,2,70,3,200,3,yes,2,85,monthly,3,no,2,about same,5,3.5,male,32,0,employed,Pennsylvania,538
34,Reduced Enforcement,82,50,3,45,2,10,4,yes,2,70,monthly,2,yes,4,about same,1,2.75,female,38,1,employed,california,539
1003,Reduced Enforcement,82,10,3,50,3,100,1,yes,2,75,weekly,1,no,1,less aggressive,5,2,male,42,0,employed,Florida,540
1057,Reduced Enforcement,82,82,3,82,2,100,3,yes,2,70,monthly,2,yes,4,about same,4,3,male,34,0,employed,Maryland,541
65,Reduced Enforcement,82,50,3,50,4,35,1,yes,2,80,weekly,1,no,1,less aggressive,4,1,female,24,1,employed,Oregon,542
860,Reduced Enforcement,82,5,3,0,3,120,2,yes,2,71,monthly,1,no,1,less aggressive,4,1.5,male,58,1,unemployed,Washington,543
751,Increased Enforcement,82,65,3,75,3,50,4,yes,2,65,weekly,3,yes,4,less aggressive,4,4,male,35,0,employed,Texas,544
688,Increased Enforcement,82,30,3,70,2,400,5,yes,2,85,rarely,1,no,1,about same,4,3.5,female,47,1,unemployed,Wyoming,545
35,Increased Enforcement,82,15,3,45,2,100,3,yes,2,80,monthly,1,yes,1,about same,5,3.25,female,25,1,unemployed,Florida,546
107,Reduced Enforcement,82,90,2,88,2,1000,4,yes,2,150,monthly,2,no,4,about same,4,4.25,female,28,1,employed,arizona,547
258,Increased Enforcement,82,40,3,55,3,125,2,yes,2,80,monthly,1,no,1,about same,3,2.5,female,66,1,unemployed,Arizona,548
507,Increased Enforcement,82,50,1,65,2,20,2,yes,2,80mph,weekly,5,yes,3,about same,4,2.5,male,35,1,employed,Maryland,549
1054,Increased Enforcement,82,60,2,39,2,30,4,yes,1,40,daily,2,yes,4,about same,5,4,male,58,0,employed,Newyork,550
492,Reduced Enforcement,82,67,3,0,4,250,1,yes,2,75,rarely,2,no,2,about same,1,2.5,male,24,0,employed,CA,551
1182,Reduced Enforcement,82,10,2,30,2,500,4,yes,2,75,daily,1,no,2,about same,3,3.75,male,48,1,employed,California,552
718,Reduced Enforcement,82,0,3,95,2,1000,5,yes,2,80,monthly,1,no,1,less aggressive,5,1,female,31,0,unemployed,Virginia,553
765,Reduced Enforcement,82,75,2,75,3,70,3,yes,3,60,daily,1,no,4,more aggressive,5,3.25,female,31,0,employed,alysaa,554
438,Reduced Enforcement,82,40,3,50,4,250,5,yes,2,76,monthly,1,no,2,less aggressive,6,1,female,39,1,employed,Florida,555
949,Increased Enforcement,82,20,1,70,1,100,3,yes,3,100,weekly,1,yes,2,less aggressive,5,2.5,male,34,1,employed,OHIO,556
262,Increased Enforcement,82,10,4,75,3,125,1,yes,5,76,monthly,1,no,1,more aggressive,5,2.75,female,52,1,employed,NY,557
951,Reduced Enforcement,82,65,3,2,4,70,4,yes,2,75,daily,1,no,1,less aggressive,1,1.75,male,50,0,employed,Maryland,558
1117,Reduced Enforcement,82,20,3,45,4,120,4,yes,3,78,monthly,1,yes,1,about same,5,3.5,female,51,0,employed,Oregon,559
152,Reduced Enforcement,82,90,2,50,2,100,5,yes,2,70,weekly,3,yes,1,less aggressive,1,4.25,female,25,1,employed,Oklahoma,560
774,Increased Enforcement,82,20,2,65,2,120,2,yes,2,75,weekly,1,no,2,less aggressive,4,2,female,34,1,employed,Nebraska,561
48,Increased Enforcement,82,70,1,10,5,200,5,yes,1,79,weekly,2,no,2,about same,4,2.5,male,35,1,employed,pennsylvania,562
39,Reduced Enforcement,82,20,3,15,4,120,3,yes,2,5,daily,1,no,2,less aggressive,1,3.25,female,44,1,employed,Washington,563
779,Reduced Enforcement,82,50,3,0,5,300,3,yes,1,na,never,1,no,1,less aggressive,4,4.5,female,44,0,employed,Florida,564
934,Reduced Enforcement,82,15,3,55,2,100,2,yes,3,79,monthly,1,no,1,more aggressive,1,3.25,male,76,1,unemployed,Florida,565
22,Reduced Enforcement,82,10,2,70,2,200,3,yes,5,80,daily,2,yes,2,more aggressive,4,2,male,29,0,employed,GA,566
565,Increased Enforcement,82,33,3,50,2,175,3,yes,3,77,weekly,1,no,2,about same,5,1.75,male,60,1,employed,Ohio,567
623,Reduced Enforcement,82,20,2,30,3,75,1,yes,2,80,rarely,1,no,1,less aggressive,1,1.75,female,68,1,unemployed,Iowa,568
650,Increased Enforcement,82,25,4,10,4,130,4,yes,2,80,weekly,2,no,1,less aggressive,4,2.5,female,44,1,unemployed,RI,569
229,Increased Enforcement,82,50,4,65,2,100,1,yes,4,75,weekly,1,no,2,about same,5,2,male,40,1,employed,Pennsylvania,570
1196,Increased Enforcement,82,35,2,95,2,120,3,yes,4,78,monthly,1,no,1,about same,4,1.75,female,31,1,employed,Florida,571
832,Reduced Enforcement,82,40,3,50,2,300,3,yes,4,80,weekly,1,no,2,less aggressive,1,2.5,female,31,1,employed,Louisiana,572
788,Increased Enforcement,82,50,2,70,3,90,3,yes,4,80,weekly,1,no,1,more aggressive,4,2,female,23,1,employed,IN,573
948,Reduced Enforcement,82,10,4,25,4,100,3,yes,2,75,monthly,1,no,1,less aggressive,4,3.75,male,40,1,unemployed,Florida,574
149,Increased Enforcement,82,40,3,50,2,100,3,yes,2,70,weekly,4,yes,1,less aggressive,3,2.25,male,33,1,employed,California,575
54,Increased Enforcement,82,10,3,90,3,180,2,yes,2,80,weekly,1,yes,2,about same,1,2.25,male,30,1,employed,Florida,576
1051,Reduced Enforcement,82,5,1,99,2,150,2,yes,4,75,weekly,1,no,3,less aggressive,5,2,male,59,1,employed,Minnesota,577
704,Reduced Enforcement,82,45,3,0,4,120,5,yes,1, ,monthly,1,no,1,about same,5,1,male,20,0,unemployed,Texas,578
834,Reduced Enforcement,82,10,3,60,3,200,3,yes,4,74,monthly,1,no,1,more aggressive,5,2,female,38,1,employed,New York,579
425,Increased Enforcement,82,60,3,,2,650,2,yes,4,82,weekly,3,yes,2,more aggressive,6,2,male,32,0,employed,New Jersey,580
737,Increased Enforcement,82,40,4,5,4,110,2,yes,2,75,weekly,1,no,1,less aggressive,5,2,male,59,1,employed,Kansas,581
1075,Reduced Enforcement,82,1,1,15,2,75,1,yes,5,76,monthly,1,no,2,less aggressive,5,5,male,41,1,employed,Oklahoma,582
876,Reduced Enforcement,82,2,2,95,1,110,2,yes,4,80,weekly,1,no,1,more aggressive,5,1.75,male,45,1,employed,Florida,583
1183,Increased Enforcement,82,60,3,80,1,100,1,yes,2,120,daily,3,yes,5,more aggressive,3,4.5,female,37,0,employed,Iowa,584
823,Increased Enforcement,82,50,4,10,5,200,3,yes,3,76,rarely,1,no,1,less aggressive,5,1.5,female,28,1,,South Carolina,585
1210,Reduced Enforcement,82,5,3,50,2,200,5,yes,2,75,weekly,2,yes,2,less aggressive,4,1.5,female,34,1,employed,Ohio,586
2,Increased Enforcement,82,15,2,40,2,400,3,yes,2,80,weekly,1,no,2,less aggressive,4,2,male,26,1,employed,Iowa,587
709,Reduced Enforcement,82,0,1,100,1,300,3,yes,1,71,rarely,1,no,1,less aggressive,1,3,male,30,1,employed,California,588
612,Reduced Enforcement,82,10,2,15,2,200,3,yes,3,75,monthly,1,no,1,less aggressive,4,1,male,35,0,employed,Texas,589
431,Increased Enforcement,82,40,2,0,4,300,2,yes,5,85,monthly,1,yes,2,more aggressive,4,3.25,male,44,1,employed,Florida,590
403,Reduced Enforcement,82,10,2,0,5,500,4,yes,1,NA,monthly,1,no,1,less aggressive,4,1,female,27,1,employed,PA,591
1162,Increased Enforcement,82,50,2,75,2,250,3,yes,4,75,daily,1,yes,1,about same,5,2.25,male,28,1,employed,SC,592
1037,Increased Enforcement,82,80,3,65,4,400,5,yes,1,75,rarely,1,no,1,about same,1,1,female,57,0,unemployed,Texas,593
244,Increased Enforcement,82,5,3,0,3,160,2,yes,2,80,rarely,1,no,1,less aggressive,4,2,female,51,1,employed,Missouri,594
811,Reduced Enforcement,82,62,4,15,4,300,1,yes,3,75,weekly,1,no,1,more aggressive,1,1.25,male,45,0,employed,Texas,595
300,Reduced Enforcement,82,10,1,97,2,300,3,yes,3,80,monthly,2,no,1,less aggressive,5,1.75,female,53,1,employed,Florida,596
275,Increased Enforcement,82,60,3,70,2,50,4,yes,3,60,never,4,no,1,about same,4,3,female,34,0,employed,CALIFORNIA,597
112,Reduced Enforcement,82,50,1,40,1,150,5,yes,1,86,daily,3,yes,5,more aggressive,1,1.75,female,31,0,employed,new york,598
192,Reduced Enforcement,82,20,3,75,2,220,4,yes,2,75,daily,2,yes,2,about same,4,3.75,female,31,0,employed,Virginia,599
466,Increased Enforcement,82,2,3,32,2,26,4,yes,1,25,daily,4,yes,1,more aggressive,5,1.5,female,27,0,employed,CALIFORNIA,600
467,Increased Enforcement,82,84,1,87,1,70,5,yes,5,383,daily,1,yes,4,less aggressive,3,1.5,female,32,0,employed,US,601
1042,Increased Enforcement,82,50,1,60,1,500,2,yes,2,MPH,monthly,3,yes,4,about same,5,4.5,male,35,0,employed,NY,602
590,Reduced Enforcement,82,20,5,15,3,100,3,yes,4,75,daily,1,no,1,about same,6,3.5,male,40,1,employed,Michigan,603
435,Increased Enforcement,82,50,3,25,4,150,2,yes,3,78,monthly,2,no,1,about same,1,2,female,33,1,employed,Wisconsin,604
